Component	CO2 	 CH4	N2O	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	H-1202	C3F8	C4F10	C5F12	C7F16	C8F18	cC4F8	SO2F2	HFC236fa	HFC152a	HFC365mfc	CH2Cl2	CHCl3	CH3Cl	NF3 
Unit 	 ppm	ppb	ppb	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt	ppt
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	igcc_historical	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	igcc_historical	igcc_historical	No data	igcc_historical	No data	No data	No data	igcc_historical	igcc_historical	igcc_historical	igcc_historical
1986	346.970000	1670.070000	305.809000	220.876500	406.230000	44.473000	13.331167	3.680000	8.294995	101.977437	111.735260	68.794592	0.258550	0.0	0.979509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.707000	0.0	59.710000	1.646000	0.0	0.089000	0.0	0.0	0.015300	0.009501	0.0	0.587000	0.0	0.0	0.0	19.453976	9.847890	549.556753	0.009000
1987	348.680000	1680.128500	306.011000	232.090500	426.440000	50.738000	14.046417	4.100000	8.389331	103.178453	115.570945	73.234671	0.239509	0.0	0.981506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.796000	0.0	60.716000	1.810000	0.0	0.096000	0.0	0.0	0.018450	0.011000	0.0	0.626000	0.0	0.0	0.0	19.656585	10.036277	549.646775	0.008000
1988	351.160000	1692.913000	306.724500	242.834000	449.060000	57.725000	14.644500	4.550000	8.489993	104.299062	120.832705	77.707907	0.219466	0.0	0.999478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.888000	0.0	61.742000	1.975000	0.0	0.104000	0.0	0.0	0.022050	0.013500	0.0	0.657000	0.0	0.0	0.0	19.838415	10.239129	549.720829	0.008000
1989	352.790000	1706.684500	307.782500	251.562000	468.000000	64.395000	15.147750	5.010000	8.589394	105.471000	124.928230	83.375815	0.245522	0.0	1.124288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.981000	0.0	62.787000	2.153000	0.0	0.111000	0.0	0.0	0.025650	0.016000	0.0	0.673000	0.0	0.0	0.0	19.998410	10.357226	549.780857	0.008000
1990	354.050000	1714.401500	308.710000	258.094000	483.150000	70.637000	15.591333	5.460000	8.694340	106.197500	129.338405	89.613427	0.276588	0.0	1.519687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.073000	0.0	63.818000	2.349000	0.0	0.118000	0.0	0.0	0.029250	0.019000	0.0	0.676000	0.0	0.0	0.0	20.151575	10.327106	549.830852	0.009000
1991	355.390000	1727.859500	309.418000	262.570500	495.150000	75.902000	15.868417	5.890000	8.804993	106.031000	131.595765	95.669176	0.259552	0.0	2.289515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.163000	0.0	64.820000	2.562000	0.0	0.126000	0.0	0.0	0.033750	0.022000	0.0	0.687000	0.0	0.0	0.0	20.308944	10.071283	549.871074	0.014000
1992	356.090000	1735.491500	309.945000	265.358000	506.200000	80.217500	16.041601	6.290000	8.914994	105.662500	132.855500	101.285000	0.281599	0.0	3.230083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.249000	0.0	65.673000	2.773000	0.0	0.135000	0.0	0.0	0.038250	0.026000	0.0	0.729000	0.0	0.0	0.0	20.463134	9.682168	549.904908	0.023000
1993	356.830000	1737.490000	310.264000	266.732000	513.250000	82.305500	16.175336	6.680000	9.027161	104.910500	127.034500	105.546000	0.759000	0.0	3.797500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.335000	0.0	66.459000	2.984000	0.0	0.145000	0.0	0.0	0.041850	0.030000	0.0	0.768000	0.0	0.0	0.0	20.606278	9.620109	549.941887	0.036000
1994	358.330000	1743.083000	310.811500	266.816000	518.930000	83.574000	16.266893	7.040000	9.131618	104.094500	116.699500	110.946000	1.890500	0.0	5.010500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.421000	0.0	67.199000	3.207000	0.0	0.157000	0.0	0.0	0.046350	0.034500	0.0	0.804000	0.0	0.0	0.0	20.731009	9.593754	545.384726	0.051000
1995	360.170000	1748.095000	311.415000	265.639000	525.480000	83.767000	16.312600	7.360000	8.945095	103.313000	104.623000	116.059500	3.514000	0.0	6.224500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.514000	0.0	67.943000	3.452500	0.0	0.171000	0.0	0.0	0.050400	0.039000	0.0	0.851000	0.0	0.0	0.0	20.829660	9.532502	550.386661	0.068000
1996	361.930000	1750.236000	312.273000	264.709000	531.100000	83.789000	16.340938	7.610000	9.129120	102.246000	91.102500	121.483000	5.434000	0.0	7.247500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.617000	0.0	68.690000	3.693500	0.0	0.189000	0.0	0.0	0.054450	0.043500	0.0	0.906000	0.0	0.0	0.0	20.894384	9.145689	537.809596	0.087000
1997	363.050000	1753.672000	313.113000	263.590000	534.940000	83.468500	16.367549	7.800000	9.067615	101.277000	77.449500	125.952000	7.348500	0.0	8.384000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.733000	0.0	69.416000	3.924000	0.0	0.209000	0.0	0.0	0.058500	0.048000	0.0	0.943000	0.0	0.0	0.0	20.919769	8.538978	541.677942	0.106000
1998	365.700000	1764.065000	313.893500	262.161000	537.700000	83.060500	16.389858	7.950000	9.343854	100.309000	65.032000	131.543500	9.128000	0.0	9.358500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.857000	0.0	70.129000	4.143000	0.0	0.232000	0.0	0.0	0.062100	0.053000	0.0	0.993000	0.0	0.0	0.0	20.359299	8.207030	564.226657	0.126000
1999	367.800000	1771.838000	314.890500	260.679500	540.140000	82.606000	16.400769	8.070000	9.066815	99.164000	54.343500	136.740500	10.971000	0.0	10.335500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.985000	0.0	70.819000	4.355500	0.0	0.257000	0.0	0.0	0.065700	0.058000	0.0	1.035000	0.0	0.0	0.0	20.441278	8.160533	556.445614	0.148000
2000	368.960000	1773.143000	315.879000	259.175500	542.270000	82.095500	16.399483	8.160000	9.091311	98.060000	45.442500	141.758500	12.693500	0.0	11.432500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.113000	0.0	71.492000	4.557000	0.0	0.284000	0.0	0.0	0.069750	0.062500	0.0	1.070000	0.0	0.0	0.0	20.034658	7.522000	547.449571	0.173000
2001	370.570000	1771.652000	316.623500	257.543500	543.220000	81.569000	16.392058	8.240000	8.576790	97.077000	37.841500	147.677000	14.150000	0.0	12.439500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.233000	0.0	72.143000	4.760000	0.0	0.312000	0.0	0.0	0.073350	0.067000	0.0	1.108000	0.0	0.0	0.0	19.541579	7.238000	536.712061	0.200000
2002	372.580000	1772.554000	317.271500	255.602000	543.710000	80.831500	16.376354	8.300000	8.206866	96.040000	31.530000	153.025000	15.477500	0.0	13.241500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.351000	0.0	72.808000	4.976000	0.0	0.342000	0.0	0.0	0.076500	0.071000	0.0	1.160000	0.0	0.0	0.0	21.384501	7.190000	539.139670	0.231000
2003	375.150000	1776.749500	317.982500	253.470000	543.540000	80.090000	16.395982	8.330000	8.016322	95.073000	26.332500	158.122500	16.614000	0.0	13.898000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.464000	0.0	73.535000	5.193000	0.0	0.371000	0.0	0.0	0.080100	0.074500	0.0	1.227000	0.0	0.0	0.0	21.955763	7.246000	541.022405	0.267000
2004	376.950000	1776.124000	318.637500	251.466000	543.090000	79.245000	16.391750	8.343333	7.940204	94.086000	21.885000	162.909500	17.330500	0.0	14.575500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.576333	0.0	74.322667	5.421500	0.0	0.405667	0.0	0.0	0.083250	0.077000	0.0	1.303000	0.0	0.0	0.0	21.630816	7.134000	534.657833	0.309000
2005	378.980000	1774.142000	319.348500	249.412500	542.360000	78.651500	16.287375	8.347917	8.035657	93.131500	18.301500	168.704000	17.675500	0.0	15.151500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.666667	0.0	74.995500	5.646500	0.0	0.430000	0.0	0.0	0.086400	0.080000	0.0	1.349917	0.0	0.0	0.0	22.703666	7.123000	540.401750	0.358000
2006	381.150000	1774.364000	320.190500	247.235500	540.830000	78.039500	16.212875	8.364667	7.806013	92.015500	15.302500	175.376000	18.134000	0.0	15.953000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.745833	0.0	75.656667	5.885500	0.0	0.459500	0.0	0.0	0.089550	0.081500	0.0	1.424000	0.0	0.0	0.0	22.916111	7.134000	533.203750	0.415000
2007	382.900000	1781.297500	320.941500	245.117500	538.680000	77.235000	16.240750	8.355083	7.655463	90.885500	12.784500	183.219000	18.785500	0.0	16.964500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.849000	0.0	76.419583	6.159000	0.0	0.480333	0.0	0.0	0.092700	0.083500	0.0	1.476833	0.0	0.0	0.0	24.113162	7.358000	542.334667	0.481000
2008	385.020000	1787.747000	321.848500	243.152000	536.370000	76.497500	16.309500	8.368167	7.428530	89.734000	10.732500	191.327500	19.349500	0.0	18.135000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.940083	0.0	77.100750	6.444500	0.0	0.501000	0.0	0.0	0.096300	0.085000	0.0	1.516833	0.0	0.0	0.0	26.412729	7.271000	544.999750	0.557000
2009	386.500000	1792.685500	322.554000	241.271000	533.850000	75.874500	16.338500	8.371750	7.201031	88.446000	9.020786	198.823000	19.863000	0.0	19.236000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.010083	0.0	77.687833	6.721000	0.0	0.517333	0.0	0.0	0.099000	0.086000	0.0	1.566000	0.0	0.0	0.0	26.188381	7.067000	537.784083	0.640000
2010	388.750000	1797.914500	323.436000	239.371000	530.900000	75.218000	16.320750	8.382417	7.141698	87.296500	7.546361	206.315500	20.467000	0.0	20.425727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.089500	0.0	78.303833	7.008500	0.0	0.537750	0.0	0.0	0.102600	0.087000	0.0	1.632917	0.0	0.0	0.0	29.346548	7.273000	541.493250	0.731000
2011	390.620000	1803.326000	324.446000	237.286500	528.270000	74.560500	16.252750	8.389333	7.102981	86.108500	6.290252	213.165000	21.364500	0.0	21.201195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.171583	0.0	78.990583	7.300000	0.0	0.557667	0.0	0.0	0.105300	0.088000	0.0	1.711833	0.0	0.0	0.0	29.494615	7.442000	531.216250	0.828000
2012	392.650000	1808.372000	325.318000	235.296500	525.530000	73.919500	16.136500	8.403250	7.002802	84.958500	5.230838	218.643000	22.366500	0.0	21.642761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.247500	0.0	79.748833	7.592500	0.0	0.571083	0.0	0.0	0.108000	0.089000	0.0	1.798500	0.0	0.0	0.0	29.299616	7.638000	538.061417	0.930000
2013	395.400000	1813.764500	326.248500	233.607500	522.480000	73.254500	16.077750	8.420417	6.865339	83.892000	4.353848	224.158500	23.264500	0.0	22.015673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.326167	0.0	80.492583	7.911500	0.0	0.587500	0.0	0.0	0.110700	0.090000	0.0	1.900333	0.0	0.0	0.0	35.047884	7.933000	537.692417	1.039000
2014	397.340000	1822.923000	327.369500	232.233000	519.600000	72.643500	16.056667	8.429333	6.713722	82.781000	3.640724	229.082000	23.802500	0.0	22.139008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.405500	0.0	81.183417	8.248500	0.0	0.602167	0.0	0.0	0.113400	0.091000	0.0	2.019000	0.0	0.0	0.0	35.302254	8.493000	540.278500	1.159000
2015	399.650000	1834.005500	328.302500	230.958500	516.580000	72.007500	16.017500	8.467250	6.683195	81.644500	3.081904	233.327000	24.221000	0.0	22.165492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.485417	0.0	81.906333	8.573500	0.0	0.618250	0.0	0.0	0.110000	0.092000	0.0	2.106667	0.0	0.0	0.0	34.725572	8.642000	544.592917	1.184500
2016	403.060000	1842.166500	329.124000	229.579500	513.270000	71.438500	16.013347	8.498000	6.855083	80.520500	2.606743	237.511000	24.510000	0.0	22.277083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.565417	0.0	82.711500	8.906000	0.0	0.633250	0.0	0.0	0.113920	0.093000	0.0	2.196833	0.0	0.0	0.0	35.884759	9.039000	553.296167	1.440500
2017	405.220000	1849.236500	330.040000	228.637500	509.940000	70.936000	16.003512	8.559917	6.666736	79.608000	2.215500	241.039500	24.510337	0.0	22.338657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.665333	0.0	83.636083	9.249500	0.0	0.646583	0.0	0.0	0.115400	0.094000	0.0	2.322333	0.0	0.0	0.0	38.484739	9.560000	545.762833	1.624250
2018	407.610000	1857.777000	331.190500	227.787500	506.970000	70.363500	16.003512	8.625583	6.566607	78.774000	1.902000	244.038500	24.370750	0.0	22.276529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.758000	0.0	84.609333	9.593500	0.0	0.664917	0.0	0.0	0.116880	0.095000	0.0	2.407500	0.0	0.0	0.0	39.123620	9.374000	543.094917	1.832333
2019	410.070000	1866.455000	332.125000	226.225000	502.960000	69.799000	16.013347	8.674167	6.491144	78.030000	1.621000	246.750000	24.363733	0.0	22.253029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.847667	0.0	85.542083	9.950500	0.0	0.684583	0.0	0.0	0.118360	0.096000	0.0	2.500167	0.0	0.0	0.0	40.615135	8.785000	540.790667	2.076583
2020	412.440000	1878.930000	333.290000	223.885000	498.960000	69.002905	16.000000	8.707167	6.598875	76.930000	1.409083	247.920000	24.515417	0.0	21.965458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.937583	0.0	86.457833	10.270542	0.0	0.704083	0.0	0.0	0.119840	0.097000	0.0	2.580917	0.0	0.0	0.0	42.068950	8.728083	546.068250	2.313750
2021	414.700000	1895.480000	334.555000	221.575000	495.015000	68.302905	16.000000	8.746917	6.569042	75.805000	1.231708	248.840000	24.613250	0.0	21.754000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.029917	0.0	87.476500	10.640500	0.0	0.721083	0.0	0.0	0.121320	0.098000	0.0	2.701583	0.0	0.0	0.0	46.257116	8.432083	545.487833	2.587750
2022	417.080000	1911.795000	335.845000	219.315000	491.340000	67.802905	16.000000	8.829333	6.471792	74.785000	1.116375	248.710000	24.622000	0.0	21.461500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.145500	0.0	88.499667	11.033000	0.0	0.737333	0.0	0.0	0.122800	0.099000	0.0	2.823667	0.0	0.0	0.0	45.343283	7.831083	540.231500	2.899083
2023	419.360000	1922.110000	336.910000	216.815000	487.215000	67.202905	16.000000	8.860708	6.541316	73.925000	0.911838	247.285000	24.584132	0.0	21.535544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.230908	0.0	89.431608	11.385057	0.0	0.756800	0.0	0.0	0.124280	0.100000	0.0	2.912892	0.0	0.0	0.0	48.106013	7.598425	542.825733	3.135300
2024	422.790000	1929.720000	337.920000	214.480000	482.870000	66.602905	15.994661	8.908733	6.526412	72.935000	0.811838	244.943333	24.464132	0.0	21.235544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.326633	0.0	90.403117	11.765057	0.0	0.774933	0.0	0.0	0.125760	0.101000	0.0	3.016267	0.0	0.0	0.0	49.914143	7.254550	542.722767	3.399767
